ReservationId,UserId,CourtId,BeginTime,EndTime
431,1220,13,2021-09-27 16:00:00,2021-09-27 17:00:00
432,1363,12,2021-10-08 20:00:00,2021-10-08 21:00:00
433,1351,7,2021-09-14 10:00:00,2021-09-14 11:00:00
434,298,9,2021-10-04 14:00:00,2021-10-04 15:00:00
435,934,3,2021-08-30 16:00:00,2021-08-30 17:00:00
436,1339,7,2021-10-26 13:00:00,2021-10-26 14:00:00
437,1054,30,2021-10-06 18:00:00,2021-10-06 19:00:00
438,665,9,2021-10-21 18:00:00,2021-10-21 19:00:00
439,1439,26,2021-10-07 19:00:00,2021-10-07 20:00:00
440,1389,20,2021-10-05 17:00:00,2021-10-05 18:00:00
441,1432,8,2021-09-24 11:00:00,2021-09-24 12:00:00
442,1142,24,2021-11-09 11:00:00,2021-11-09 12:00:00
443,460,27,2021-09-29 18:00:00,2021-09-29 19:00:00
444,1137,4,2021-10-31 13:00:00,2021-10-31 14:00:00
445,354,25,2021-09-01 17:00:00,2021-09-01 18:00:00
446,1184,20,2021-09-14 12:00:00,2021-09-14 13:00:00
447,673,1,2021-10-13 17:00:00,2021-10-13 18:00:00
448,217,29,2021-10-19 16:00:00,2021-10-19 17:00:00
449,815,3,2021-09-13 15:00:00,2021-09-13 16:00:00
450,875,0,2021-09-22 20:00:00,2021-09-22 21:00:00
451,58,15,2021-11-01 11:00:00,2021-11-01 12:00:00
452,88,21,2021-11-01 13:00:00,2021-11-01 14:00:00
453,934,0,2021-10-17 13:00:00,2021-10-17 14:00:00
454,1058,11,2021-10-04 21:00:00,2021-10-04 22:00:00
455,130,17,2021-09-04 13:00:00,2021-09-04 14:00:00
456,1066,27,2021-11-09 14:00:00,2021-11-09 15:00:00
457,189,5,2021-10-04 18:00:00,2021-10-04 19:00:00
458,543,22,2021-11-09 19:00:00,2021-11-09 20:00:00
459,1000,7,2021-09-01 18:00:00,2021-09-01 19:00:00
460,1298,0,2021-10-07 09:00:00,2021-10-07 10:00:00
461,1074,26,2021-10-07 13:00:00,2021-10-07 14:00:00
462,726,12,2021-11-11 19:00:00,2021-11-11 20:00:00
463,956,22,2021-10-26 09:00:00,2021-10-26 10:00:00
464,432,3,2021-11-08 10:00:00,2021-11-08 11:00:00
465,646,15,2021-09-11 15:00:00,2021-09-11 16:00:00
466,931,5,2021-10-23 13:00:00,2021-10-23 14:00:00
467,183,18,2021-10-25 21:00:00,2021-10-25 22:00:00
468,341,24,2021-10-30 19:00:00,2021-10-30 20:00:00
469,1483,20,2021-10-11 09:00:00,2021-10-11 10:00:00
470,42,5,2021-10-29 11:00:00,2021-10-29 12:00:00
471,269,18,2021-10-02 15:00:00,2021-10-02 16:00:00
472,801,14,2021-09-24 13:00:00,2021-09-24 14:00:00
473,576,5,2021-10-25 11:00:00,2021-10-25 12:00:00
474,931,25,2021-10-25 09:00:00,2021-10-25 10:00:00
475,153,3,2021-11-03 13:00:00,2021-11-03 14:00:00
476,364,21,2021-09-20 16:00:00,2021-09-20 17:00:00
477,1042,21,2021-09-29 18:00:00,2021-09-29 19:00:00
478,259,3,2021-10-22 15:00:00,2021-10-22 16:00:00
479,6,13,2021-10-21 11:00:00,2021-10-21 12:00:00
480,941,17,2021-09-22 14:00:00,2021-09-22 15:00:00
481,364,28,2021-10-02 19:00:00,2021-10-02 20:00:00
482,11,16,2021-10-05 18:00:00,2021-10-05 19:00:00
483,1245,16,2021-10-22 18:00:00,2021-10-22 19:00:00
484,376,25,2021-09-20 19:00:00,2021-09-20 20:00:00
485,177,10,2021-10-24 21:00:00,2021-10-24 22:00:00
486,324,26,2021-09-11 21:00:00,2021-09-11 22:00:00
487,859,7,2021-10-29 16:00:00,2021-10-29 17:00:00
488,424,5,2021-10-21 14:00:00,2021-10-21 15:00:00
489,715,19,2021-10-29 15:00:00,2021-10-29 16:00:00
490,998,0,2021-08-31 18:00:00,2021-08-31 19:00:00
491,1440,18,2021-09-11 09:00:00,2021-09-11 10:00:00
492,796,14,2021-09-13 21:00:00,2021-09-13 22:00:00
493,908,15,2021-10-30 14:00:00,2021-10-30 15:00:00
494,251,14,2021-08-25 20:00:00,2021-08-25 21:00:00
495,823,16,2021-10-17 17:00:00,2021-10-17 18:00:00
496,322,22,2021-09-02 09:00:00,2021-09-02 10:00:00
497,371,1,2021-09-18 16:00:00,2021-09-18 17:00:00
498,1486,6,2021-11-03 09:00:00,2021-11-03 10:00:00
499,635,4,2021-08-24 20:00:00,2021-08-24 21:00:00
500,1019,19,2021-10-17 13:00:00,2021-10-17 14:00:00
501,192,21,2021-09-04 18:00:00,2021-09-04 19:00:00
502,115,26,2021-08-24 09:00:00,2021-08-24 10:00:00
503,293,17,2021-10-13 17:00:00,2021-10-13 18:00:00
504,1162,25,2021-10-24 15:00:00,2021-10-24 16:00:00
505,781,24,2021-09-02 19:00:00,2021-09-02 20:00:00
506,1290,7,2021-11-01 09:00:00,2021-11-01 10:00:00
507,1373,3,2021-08-23 13:00:00,2021-08-23 14:00:00
508,761,1,2021-11-03 20:00:00,2021-11-03 21:00:00
509,290,25,2021-09-07 14:00:00,2021-09-07 15:00:00
510,1069,22,2021-09-26 10:00:00,2021-09-26 11:00:00
511,771,4,2021-11-02 16:00:00,2021-11-02 17:00:00
512,1074,21,2021-11-07 15:00:00,2021-11-07 16:00:00
513,1459,11,2021-09-07 10:00:00,2021-09-07 11:00:00
514,1492,1,2021-08-23 11:00:00,2021-08-23 12:00:00
515,351,19,2021-09-27 15:00:00,2021-09-27 16:00:00
516,1489,9,2021-08-25 15:00:00,2021-08-25 16:00:00
517,1259,16,2021-10-03 20:00:00,2021-10-03 21:00:00
518,1355,28,2021-10-04 11:00:00,2021-10-04 12:00:00
519,320,28,2021-09-07 17:00:00,2021-09-07 18:00:00
520,1421,30,2021-09-03 14:00:00,2021-09-03 15:00:00
521,718,23,2021-10-30 11:00:00,2021-10-30 12:00:00
522,315,5,2021-10-13 12:00:00,2021-10-13 13:00:00
523,353,2,2021-11-03 19:00:00,2021-11-03 20:00:00
524,1416,16,2021-09-30 11:00:00,2021-09-30 12:00:00
525,1152,26,2021-11-08 11:00:00,2021-11-08 12:00:00
526,650,9,2021-11-05 13:00:00,2021-11-05 14:00:00
527,354,29,2021-11-11 12:00:00,2021-11-11 13:00:00
528,1414,21,2021-09-20 19:00:00,2021-09-20 20:00:00
529,401,7,2021-11-08 12:00:00,2021-11-08 13:00:00
530,389,20,2021-08-28 17:00:00,2021-08-28 18:00:00
531,1198,13,2021-10-31 14:00:00,2021-10-31 15:00:00
532,582,8,2021-11-08 21:00:00,2021-11-08 22:00:00
533,1200,11,2021-08-30 11:00:00,2021-08-30 12:00:00
534,642,23,2021-09-14 15:00:00,2021-09-14 16:00:00
535,1229,8,2021-10-04 13:00:00,2021-10-04 14:00:00
536,866,5,2021-08-23 15:00:00,2021-08-23 16:00:00
537,1441,18,2021-09-16 13:00:00,2021-09-16 14:00:00
538,1280,17,2021-10-22 15:00:00,2021-10-22 16:00:00
539,1474,28,2021-11-06 19:00:00,2021-11-06 20:00:00
540,1276,27,2021-10-13 16:00:00,2021-10-13 17:00:00
541,196,25,2021-08-24 14:00:00,2021-08-24 15:00:00
542,1320,22,2021-09-24 17:00:00,2021-09-24 18:00:00
543,1051,20,2021-09-18 11:00:00,2021-09-18 12:00:00
544,382,15,2021-09-04 18:00:00,2021-09-04 19:00:00
545,1324,3,2021-10-23 12:00:00,2021-10-23 13:00:00
546,667,22,2021-08-25 09:00:00,2021-08-25 10:00:00
547,1495,19,2021-11-01 14:00:00,2021-11-01 15:00:00
548,646,22,2021-10-03 11:00:00,2021-10-03 12:00:00
549,87,16,2021-09-14 16:00:00,2021-09-14 17:00:00
550,298,28,2021-10-17 21:00:00,2021-10-17 22:00:00
551,175,0,2021-10-18 20:00:00,2021-10-18 21:00:00
552,278,21,2021-09-13 20:00:00,2021-09-13 21:00:00
553,5,17,2021-11-09 11:00:00,2021-11-09 12:00:00
554,147,21,2021-11-07 21:00:00,2021-11-07 22:00:00
555,1383,1,2021-08-27 12:00:00,2021-08-27 13:00:00
556,121,19,2021-09-12 20:00:00,2021-09-12 21:00:00
557,932,18,2021-09-14 14:00:00,2021-09-14 15:00:00
558,210,16,2021-09-03 16:00:00,2021-09-03 17:00:00
559,805,11,2021-08-28 19:00:00,2021-08-28 20:00:00
560,1119,16,2021-09-06 14:00:00,2021-09-06 15:00:00
561,1247,21,2021-09-21 12:00:00,2021-09-21 13:00:00
562,948,29,2021-09-02 16:00:00,2021-09-02 17:00:00
563,644,28,2021-08-25 21:00:00,2021-08-25 22:00:00
564,825,19,2021-10-14 12:00:00,2021-10-14 13:00:00
565,1211,10,2021-09-11 21:00:00,2021-09-11 22:00:00
566,67,6,2021-09-24 18:00:00,2021-09-24 19:00:00
567,707,18,2021-10-30 18:00:00,2021-10-30 19:00:00
568,1163,5,2021-10-13 10:00:00,2021-10-13 11:00:00
569,616,3,2021-09-10 19:00:00,2021-09-10 20:00:00
570,453,7,2021-09-10 16:00:00,2021-09-10 17:00:00
571,1154,25,2021-09-09 09:00:00,2021-09-09 10:00:00
572,1471,25,2021-10-22 17:00:00,2021-10-22 18:00:00
573,1292,20,2021-10-20 14:00:00,2021-10-20 15:00:00
574,439,30,2021-08-23 11:00:00,2021-08-23 12:00:00
575,572,1,2021-09-02 09:00:00,2021-09-02 10:00:00
576,958,15,2021-09-13 21:00:00,2021-09-13 22:00:00
577,255,7,2021-10-18 15:00:00,2021-10-18 16:00:00
578,523,2,2021-09-14 13:00:00,2021-09-14 14:00:00
579,189,12,2021-09-14 21:00:00,2021-09-14 22:00:00
580,572,29,2021-11-09 21:00:00,2021-11-09 22:00:00
581,933,28,2021-09-30 14:00:00,2021-09-30 15:00:00
582,75,13,2021-10-19 09:00:00,2021-10-19 10:00:00
583,903,10,2021-09-24 17:00:00,2021-09-24 18:00:00
584,341,11,2021-09-09 11:00:00,2021-09-09 12:00:00
585,875,0,2021-10-16 17:00:00,2021-10-16 18:00:00
586,5,30,2021-09-13 16:00:00,2021-09-13 17:00:00
587,257,17,2021-09-07 13:00:00,2021-09-07 14:00:00
588,1058,0,2021-09-01 18:00:00,2021-09-01 19:00:00
589,622,7,2021-09-01 18:00:00,2021-09-01 19:00:00
590,642,10,2021-10-09 18:00:00,2021-10-09 19:00:00
591,611,6,2021-10-03 21:00:00,2021-10-03 22:00:00
592,1256,13,2021-09-06 10:00:00,2021-09-06 11:00:00
593,962,1,2021-10-20 14:00:00,2021-10-20 15:00:00
594,151,12,2021-10-17 16:00:00,2021-10-17 17:00:00
595,1299,26,2021-10-05 18:00:00,2021-10-05 19:00:00
596,1184,21,2021-10-22 11:00:00,2021-10-22 12:00:00
597,561,6,2021-09-08 16:00:00,2021-09-08 17:00:00
598,1256,0,2021-10-08 13:00:00,2021-10-08 14:00:00
599,372,28,2021-10-06 18:00:00,2021-10-06 19:00:00
600,1126,3,2021-11-09 21:00:00,2021-11-09 22:00:00
601,1089,18,2021-09-11 21:00:00,2021-09-11 22:00:00
602,452,20,2021-08-29 13:00:00,2021-08-29 14:00:00
603,370,2,2021-10-31 17:00:00,2021-10-31 18:00:00
604,764,18,2021-10-21 12:00:00,2021-10-21 13:00:00
605,510,7,2021-09-24 17:00:00,2021-09-24 18:00:00
606,1331,10,2021-09-07 09:00:00,2021-09-07 10:00:00
607,941,27,2021-11-05 17:00:00,2021-11-05 18:00:00
608,1375,15,2021-09-08 16:00:00,2021-09-08 17:00:00
609,764,4,2021-09-22 19:00:00,2021-09-22 20:00:00
610,922,18,2021-09-13 14:00:00,2021-09-13 15:00:00
611,545,0,2021-09-13 15:00:00,2021-09-13 16:00:00
612,1282,8,2021-11-12 15:00:00,2021-11-12 16:00:00
613,417,12,2021-08-25 13:00:00,2021-08-25 14:00:00
614,197,27,2021-09-29 14:00:00,2021-09-29 15:00:00
615,471,18,2021-09-29 16:00:00,2021-09-29 17:00:00
616,360,15,2021-10-30 21:00:00,2021-10-30 22:00:00
617,169,4,2021-09-01 18:00:00,2021-09-01 19:00:00
618,1172,8,2021-11-06 19:00:00,2021-11-06 20:00:00
619,364,20,2021-08-30 19:00:00,2021-08-30 20:00:00
620,921,25,2021-09-21 13:00:00,2021-09-21 14:00:00
621,950,23,2021-10-01 20:00:00,2021-10-01 21:00:00
622,684,25,2021-09-23 19:00:00,2021-09-23 20:00:00
623,575,18,2021-11-04 16:00:00,2021-11-04 17:00:00
624,931,20,2021-09-23 11:00:00,2021-09-23 12:00:00
625,1203,30,2021-10-20 09:00:00,2021-10-20 10:00:00
626,934,25,2021-09-17 10:00:00,2021-09-17 11:00:00
627,1491,21,2021-11-04 16:00:00,2021-11-04 17:00:00
628,984,23,2021-09-28 20:00:00,2021-09-28 21:00:00
629,374,11,2021-09-23 19:00:00,2021-09-23 20:00:00
630,633,29,2021-09-27 14:00:00,2021-09-27 15:00:00
631,522,24,2021-10-07 16:00:00,2021-10-07 17:00:00
632,836,18,2021-10-17 14:00:00,2021-10-17 15:00:00
633,1138,9,2021-11-11 19:00:00,2021-11-11 20:00:00
634,307,1,2021-09-29 14:00:00,2021-09-29 15:00:00
635,1432,20,2021-10-15 10:00:00,2021-10-15 11:00:00
636,230,11,2021-08-27 16:00:00,2021-08-27 17:00:00
637,1382,7,2021-09-03 18:00:00,2021-09-03 19:00:00
638,95,11,2021-08-23 16:00:00,2021-08-23 17:00:00
639,230,28,2021-10-24 19:00:00,2021-10-24 20:00:00
640,1387,17,2021-09-28 14:00:00,2021-09-28 15:00:00
641,188,29,2021-08-28 09:00:00,2021-08-28 10:00:00
642,390,15,2021-11-06 09:00:00,2021-11-06 10:00:00
643,66,30,2021-08-23 10:00:00,2021-08-23 11:00:00
644,561,10,2021-10-27 09:00:00,2021-10-27 10:00:00
645,155,27,2021-08-24 17:00:00,2021-08-24 18:00:00
646,1446,16,2021-09-18 15:00:00,2021-09-18 16:00:00
647,737,25,2021-10-25 12:00:00,2021-10-25 13:00:00
648,138,14,2021-09-26 15:00:00,2021-09-26 16:00:00
649,888,23,2021-10-11 19:00:00,2021-10-11 20:00:00
650,1236,6,2021-09-24 12:00:00,2021-09-24 13:00:00
651,1048,10,2021-09-27 17:00:00,2021-09-27 18:00:00
652,1269,4,2021-09-10 20:00:00,2021-09-10 21:00:00
653,252,7,2021-08-25 14:00:00,2021-08-25 15:00:00
654,349,17,2021-09-19 11:00:00,2021-09-19 12:00:00
655,378,4,2021-11-09 15:00:00,2021-11-09 16:00:00
656,252,5,2021-08-26 21:00:00,2021-08-26 22:00:00
657,564,25,2021-10-21 16:00:00,2021-10-21 17:00:00
658,645,5,2021-10-13 12:00:00,2021-10-13 13:00:00
659,995,13,2021-09-02 10:00:00,2021-09-02 11:00:00
660,641,19,2021-09-18 14:00:00,2021-09-18 15:00:00
661,1124,16,2021-09-01 19:00:00,2021-09-01 20:00:00
662,221,11,2021-08-25 21:00:00,2021-08-25 22:00:00
663,915,13,2021-09-08 17:00:00,2021-09-08 18:00:00
664,1262,21,2021-10-16 09:00:00,2021-10-16 10:00:00
665,1286,29,2021-11-07 16:00:00,2021-11-07 17:00:00
666,866,24,2021-08-23 20:00:00,2021-08-23 21:00:00
667,1466,12,2021-10-01 18:00:00,2021-10-01 19:00:00
668,576,21,2021-10-21 17:00:00,2021-10-21 18:00:00
669,23,14,2021-08-28 09:00:00,2021-08-28 10:00:00
670,1243,2,2021-09-16 18:00:00,2021-09-16 19:00:00
671,1046,17,2021-09-24 11:00:00,2021-09-24 12:00:00
672,1124,4,2021-10-30 09:00:00,2021-10-30 10:00:00
673,44,1,2021-10-26 11:00:00,2021-10-26 12:00:00
674,365,6,2021-10-29 14:00:00,2021-10-29 15:00:00
675,242,14,2021-09-27 16:00:00,2021-09-27 17:00:00
676,1247,5,2021-09-14 18:00:00,2021-09-14 19:00:00
677,716,29,2021-10-17 19:00:00,2021-10-17 20:00:00
678,1347,9,2021-10-20 16:00:00,2021-10-20 17:00:00
679,25,15,2021-10-29 10:00:00,2021-10-29 11:00:00
680,498,22,2021-10-23 17:00:00,2021-10-23 18:00:00
681,1403,7,2021-10-03 09:00:00,2021-10-03 10:00:00
682,860,8,2021-09-03 11:00:00,2021-09-03 12:00:00
683,585,8,2021-11-02 09:00:00,2021-11-02 10:00:00
684,103,13,2021-08-31 21:00:00,2021-08-31 22:00:00
685,216,11,2021-10-13 10:00:00,2021-10-13 11:00:00
686,289,26,2021-09-06 18:00:00,2021-09-06 19:00:00
687,872,13,2021-11-06 13:00:00,2021-11-06 14:00:00
688,241,12,2021-10-12 13:00:00,2021-10-12 14:00:00
689,521,15,2021-11-03 12:00:00,2021-11-03 13:00:00
690,520,21,2021-10-29 20:00:00,2021-10-29 21:00:00
691,1142,27,2021-09-09 20:00:00,2021-09-09 21:00:00
692,1297,6,2021-11-11 14:00:00,2021-11-11 15:00:00
693,617,15,2021-09-12 17:00:00,2021-09-12 18:00:00
694,1288,1,2021-10-13 18:00:00,2021-10-13 19:00:00
695,883,25,2021-09-23 09:00:00,2021-09-23 10:00:00
696,1380,3,2021-11-11 10:00:00,2021-11-11 11:00:00
697,32,20,2021-11-12 20:00:00,2021-11-12 21:00:00
698,712,7,2021-09-06 19:00:00,2021-09-06 20:00:00
699,496,27,2021-09-29 20:00:00,2021-09-29 21:00:00
700,1321,25,2021-10-22 14:00:00,2021-10-22 15:00:00
701,408,27,2021-10-28 18:00:00,2021-10-28 19:00:00
702,1292,19,2021-11-04 19:00:00,2021-11-04 20:00:00
703,1331,28,2021-10-30 11:00:00,2021-10-30 12:00:00
704,603,13,2021-09-22 14:00:00,2021-09-22 15:00:00
705,54,6,2021-10-07 09:00:00,2021-10-07 10:00:00
706,1259,6,2021-10-17 16:00:00,2021-10-17 17:00:00
707,22,17,2021-10-22 11:00:00,2021-10-22 12:00:00
708,1113,25,2021-10-06 11:00:00,2021-10-06 12:00:00
709,811,22,2021-09-05 11:00:00,2021-09-05 12:00:00
710,698,21,2021-09-04 21:00:00,2021-09-04 22:00:00
711,1378,13,2021-09-28 09:00:00,2021-09-28 10:00:00
712,1001,13,2021-10-20 15:00:00,2021-10-20 16:00:00
713,1190,30,2021-09-08 13:00:00,2021-09-08 14:00:00
714,1284,2,2021-09-08 12:00:00,2021-09-08 13:00:00
715,377,30,2021-11-11 16:00:00,2021-11-11 17:00:00
716,154,1,2021-10-01 15:00:00,2021-10-01 16:00:00
717,333,28,2021-08-31 17:00:00,2021-08-31 18:00:00
718,1026,4,2021-10-28 10:00:00,2021-10-28 11:00:00
719,626,28,2021-11-07 14:00:00,2021-11-07 15:00:00
720,1124,21,2021-11-07 17:00:00,2021-11-07 18:00:00
721,609,10,2021-09-03 20:00:00,2021-09-03 21:00:00
722,257,5,2021-11-05 12:00:00,2021-11-05 13:00:00
723,467,12,2021-09-18 16:00:00,2021-09-18 17:00:00
724,519,16,2021-10-14 12:00:00,2021-10-14 13:00:00
725,594,8,2021-09-29 10:00:00,2021-09-29 11:00:00
726,740,13,2021-09-16 10:00:00,2021-09-16 11:00:00
727,1283,1,2021-09-23 18:00:00,2021-09-23 19:00:00
728,596,17,2021-08-31 17:00:00,2021-08-31 18:00:00
729,1200,27,2021-10-03 18:00:00,2021-10-03 19:00:00
730,413,28,2021-09-24 20:00:00,2021-09-24 21:00:00
731,785,7,2021-10-08 17:00:00,2021-10-08 18:00:00
732,979,26,2021-10-29 14:00:00,2021-10-29 15:00:00
733,940,11,2021-10-12 19:00:00,2021-10-12 20:00:00
734,438,24,2021-09-08 16:00:00,2021-09-08 17:00:00
735,892,7,2021-08-27 16:00:00,2021-08-27 17:00:00
736,124,5,2021-10-09 17:00:00,2021-10-09 18:00:00
737,1101,6,2021-10-04 20:00:00,2021-10-04 21:00:00
738,1121,0,2021-09-21 19:00:00,2021-09-21 20:00:00
739,784,23,2021-10-01 11:00:00,2021-10-01 12:00:00
740,414,16,2021-09-05 09:00:00,2021-09-05 10:00:00
741,779,6,2021-11-08 19:00:00,2021-11-08 20:00:00
742,171,8,2021-09-11 11:00:00,2021-09-11 12:00:00
743,138,9,2021-09-16 20:00:00,2021-09-16 21:00:00
744,515,5,2021-11-12 16:00:00,2021-11-12 17:00:00
745,384,25,2021-10-27 09:00:00,2021-10-27 10:00:00
746,1404,20,2021-10-26 11:00:00,2021-10-26 12:00:00
747,1160,16,2021-10-01 11:00:00,2021-10-01 12:00:00
748,466,21,2021-09-26 19:00:00,2021-09-26 20:00:00
749,432,26,2021-11-02 20:00:00,2021-11-02 21:00:00
750,256,29,2021-10-02 10:00:00,2021-10-02 11:00:00
751,1283,4,2021-09-04 10:00:00,2021-09-04 11:00:00
752,618,8,2021-11-02 16:00:00,2021-11-02 17:00:00
753,494,17,2021-09-29 19:00:00,2021-09-29 20:00:00
754,279,15,2021-08-27 13:00:00,2021-08-27 14:00:00
755,913,2,2021-08-25 14:00:00,2021-08-25 15:00:00
756,104,3,2021-08-27 11:00:00,2021-08-27 12:00:00
757,766,12,2021-10-15 19:00:00,2021-10-15 20:00:00
758,935,21,2021-08-23 20:00:00,2021-08-23 21:00:00
759,1492,19,2021-11-10 21:00:00,2021-11-10 22:00:00
760,47,0,2021-10-23 18:00:00,2021-10-23 19:00:00
761,369,5,2021-10-20 14:00:00,2021-10-20 15:00:00
762,188,5,2021-11-11 18:00:00,2021-11-11 19:00:00
763,1463,20,2021-10-07 20:00:00,2021-10-07 21:00:00
764,786,4,2021-10-10 15:00:00,2021-10-10 16:00:00
765,451,12,2021-10-07 18:00:00,2021-10-07 19:00:00
766,1436,24,2021-10-09 15:00:00,2021-10-09 16:00:00
767,171,3,2021-09-22 17:00:00,2021-09-22 18:00:00
768,31,27,2021-09-04 19:00:00,2021-09-04 20:00:00
769,606,14,2021-10-29 11:00:00,2021-10-29 12:00:00
770,548,11,2021-09-03 19:00:00,2021-09-03 20:00:00
771,435,2,2021-10-17 11:00:00,2021-10-17 12:00:00
772,1069,18,2021-10-30 10:00:00,2021-10-30 11:00:00
773,927,0,2021-10-18 09:00:00,2021-10-18 10:00:00
774,971,25,2021-09-26 14:00:00,2021-09-26 15:00:00
775,244,8,2021-09-15 21:00:00,2021-09-15 22:00:00
776,1105,29,2021-10-15 14:00:00,2021-10-15 15:00:00
777,3,13,2021-08-27 20:00:00,2021-08-27 21:00:00
778,312,17,2021-09-05 09:00:00,2021-09-05 10:00:00
779,1384,18,2021-09-30 15:00:00,2021-09-30 16:00:00
780,1424,14,2021-10-14 14:00:00,2021-10-14 15:00:00
781,256,13,2021-10-26 15:00:00,2021-10-26 16:00:00
782,563,18,2021-11-06 13:00:00,2021-11-06 14:00:00
783,764,10,2021-09-04 09:00:00,2021-09-04 10:00:00
784,583,6,2021-09-16 15:00:00,2021-09-16 16:00:00
785,646,28,2021-09-01 15:00:00,2021-09-01 16:00:00
786,915,29,2021-10-27 11:00:00,2021-10-27 12:00:00
787,1264,28,2021-11-09 18:00:00,2021-11-09 19:00:00
788,1385,14,2021-08-26 20:00:00,2021-08-26 21:00:00
789,409,14,2021-11-06 17:00:00,2021-11-06 18:00:00
790,29,4,2021-10-17 09:00:00,2021-10-17 10:00:00
791,1450,16,2021-09-14 21:00:00,2021-09-14 22:00:00
792,829,28,2021-09-09 10:00:00,2021-09-09 11:00:00
793,1272,13,2021-09-07 16:00:00,2021-09-07 17:00:00
794,1263,8,2021-08-23 18:00:00,2021-08-23 19:00:00
795,411,9,2021-10-26 21:00:00,2021-10-26 22:00:00
796,1152,7,2021-09-09 15:00:00,2021-09-09 16:00:00
797,290,23,2021-11-06 11:00:00,2021-11-06 12:00:00
798,1172,4,2021-08-28 11:00:00,2021-08-28 12:00:00
799,1208,22,2021-09-12 18:00:00,2021-09-12 19:00:00
800,822,19,2021-10-09 17:00:00,2021-10-09 18:00:00
801,485,10,2021-09-05 12:00:00,2021-09-05 13:00:00
802,1010,8,2021-11-03 18:00:00,2021-11-03 19:00:00
803,1257,10,2021-11-09 11:00:00,2021-11-09 12:00:00
804,1229,0,2021-09-30 19:00:00,2021-09-30 20:00:00
805,872,11,2021-09-27 13:00:00,2021-09-27 14:00:00
806,361,23,2021-09-20 11:00:00,2021-09-20 12:00:00
807,834,29,2021-10-15 15:00:00,2021-10-15 16:00:00
808,151,12,2021-09-24 14:00:00,2021-09-24 15:00:00
809,521,11,2021-09-20 16:00:00,2021-09-20 17:00:00
810,1349,5,2021-11-01 16:00:00,2021-11-01 17:00:00
811,393,21,2021-09-04 15:00:00,2021-09-04 16:00:00
812,1277,13,2021-11-10 15:00:00,2021-11-10 16:00:00
813,489,27,2021-09-17 21:00:00,2021-09-17 22:00:00
814,1258,15,2021-11-07 19:00:00,2021-11-07 20:00:00
815,280,26,2021-09-29 09:00:00,2021-09-29 10:00:00
816,534,20,2021-11-09 17:00:00,2021-11-09 18:00:00
817,186,23,2021-10-08 13:00:00,2021-10-08 14:00:00
818,590,23,2021-10-13 20:00:00,2021-10-13 21:00:00
819,322,11,2021-11-05 12:00:00,2021-11-05 13:00:00
820,1188,29,2021-08-30 12:00:00,2021-08-30 13:00:00
821,1411,28,2021-11-07 13:00:00,2021-11-07 14:00:00
822,1062,7,2021-09-27 13:00:00,2021-09-27 14:00:00
823,1181,26,2021-08-25 13:00:00,2021-08-25 14:00:00
824,552,25,2021-10-29 12:00:00,2021-10-29 13:00:00
825,821,26,2021-10-10 13:00:00,2021-10-10 14:00:00
826,834,26,2021-10-30 18:00:00,2021-10-30 19:00:00
827,682,2,2021-09-21 11:00:00,2021-09-21 12:00:00
828,431,11,2021-08-24 19:00:00,2021-08-24 20:00:00
829,1458,24,2021-09-17 09:00:00,2021-09-17 10:00:00
830,1372,24,2021-10-22 09:00:00,2021-10-22 10:00:00
831,287,6,2021-09-29 11:00:00,2021-09-29 12:00:00
832,1259,0,2021-11-09 12:00:00,2021-11-09 13:00:00
833,1494,5,2021-09-30 20:00:00,2021-09-30 21:00:00
834,153,2,2021-10-05 13:00:00,2021-10-05 14:00:00
835,802,5,2021-11-10 21:00:00,2021-11-10 22:00:00
836,669,23,2021-09-12 17:00:00,2021-09-12 18:00:00
837,1423,6,2021-11-05 16:00:00,2021-11-05 17:00:00
838,773,8,2021-10-22 11:00:00,2021-10-22 12:00:00
839,71,27,2021-09-15 16:00:00,2021-09-15 17:00:00
840,1179,23,2021-09-16 18:00:00,2021-09-16 19:00:00
841,555,21,2021-11-05 16:00:00,2021-11-05 17:00:00
842,476,10,2021-08-29 14:00:00,2021-08-29 15:00:00
843,628,17,2021-09-27 15:00:00,2021-09-27 16:00:00
844,93,8,2021-11-02 14:00:00,2021-11-02 15:00:00
845,1402,20,2021-09-06 13:00:00,2021-09-06 14:00:00
846,39,17,2021-09-27 12:00:00,2021-09-27 13:00:00
847,1111,0,2021-10-23 11:00:00,2021-10-23 12:00:00
848,732,8,2021-09-27 18:00:00,2021-09-27 19:00:00
849,1214,6,2021-09-14 12:00:00,2021-09-14 13:00:00
850,1053,18,2021-10-10 16:00:00,2021-10-10 17:00:00
851,86,10,2021-10-05 19:00:00,2021-10-05 20:00:00
852,287,29,2021-10-25 15:00:00,2021-10-25 16:00:00
853,490,1,2021-08-29 12:00:00,2021-08-29 13:00:00
854,573,14,2021-08-24 10:00:00,2021-08-24 11:00:00
855,191,17,2021-10-11 16:00:00,2021-10-11 17:00:00
856,1418,4,2021-09-11 18:00:00,2021-09-11 19:00:00
857,359,14,2021-09-24 19:00:00,2021-09-24 20:00:00
858,1107,18,2021-09-24 09:00:00,2021-09-24 10:00:00
859,1041,2,2021-10-23 10:00:00,2021-10-23 11:00:00
860,1140,2,2021-11-01 17:00:00,2021-11-01 18:00:00
861,1043,0,2021-09-20 18:00:00,2021-09-20 19:00:00
862,1429,2,2021-09-30 12:00:00,2021-09-30 13:00:00
